merchant_id,industry_segment,settlement_frequency,monthly_txn_count,average_ticket_size,monthly_transaction_volume,chargeback_rate,fraud_alert_rate,days_since_last_chargeback,concentration_ratio,reserve_coverage_ratio,prior_default_flag,gross_exposure,net_exposure,synthetic_pd_signal,risk_label
M01476,gaming,daily,772,80.26,61960.87,0.00544,0.0061,101,0.4636,0.6921,0,7566.89,6307.41,0.7134,0
M01477,travel,daily,273,323.11,88208.48,0.0172,0.02674,33,0.2093,0.607,0,14021.17,12146.49,1.0,1
M01478,electronics,daily,2789,222.32,620055.18,0.01205,0.01982,27,0.0714,0.7474,0,76268.83,61950.31,0.9995,1
M01479,gaming,daily,1500,136.51,204769.87,0.01927,0.02406,117,0.2116,0.8515,0,18878.64,14577.81,1.0,1
M01480,travel,twice_weekly,3082,189.97,585475.73,0.02689,0.03903,175,0.1578,0.7847,0,45522.44,39623.49,1.0,1
M01481,travel,daily,315,365.16,115026.07,0.01462,0.02594,13,0.2551,0.4448,0,15117.04,14040.12,1.0,1
M01482,grocery,daily,1747,38.75,67689.18,0.00204,0.00145,18,0.1168,1.0689,0,10504.29,7232.0,0.0235,0
M01483,digital_services,twice_weekly,1287,71.3,91762.07,0.00468,0.00592,159,0.1466,0.9207,0,12910.58,10500.32,0.3526,0
M01484,fuel,daily,389,74.16,28848.75,0.00255,0.00265,20,0.0877,0.791,0,3204.7,2549.27,0.0618,0
M01485,digital_services,daily,1149,92.82,106651.74,0.01656,0.01678,23,0.7062,0.6991,0,9351.44,7769.55,0.9999,1
M01486,grocery,daily,430,60.92,26196.86,0.00205,0.00272,118,0.2431,0.7017,0,2828.2,2346.98,0.0715,0
M01487,electronics,daily,1313,313.49,411606.06,0.00789,0.00843,32,0.2454,0.953,0,60453.65,44317.86,0.8696,1
M01488,travel,daily,683,386.54,264006.73,0.02546,0.02072,41,0.1119,0.8584,0,26059.49,20053.51,1.0,1
M01489,healthcare,weekly,2728,121.15,330496.75,0.0008,0.0006,180,0.1345,1.0145,0,57548.9,48249.7,0.0137,0
M01490,travel,weekly,1523,285.83,435319.72,0.01183,0.01039,85,0.1104,0.8941,0,66529.83,59424.14,0.9865,1
M01491,grocery,weekly,1444,24.33,35136.14,0.00036,0.00035,0,0.02,0.649,0,5165.26,5189.55,0.0133,0
M01492,restaurants,daily,3681,28.14,103582.55,0.00584,0.00982,221,0.1441,0.6874,0,11222.53,9374.83,0.7936,0
M01493,digital_services,daily,1970,69.29,136509.91,0.01676,0.02045,1,0.1062,0.9492,0,11333.96,8325.59,0.9999,1
M01494,restaurants,daily,730,44.79,32698.77,0.00497,0.00798,53,0.0606,0.5954,1,3106.64,2705.18,0.808,1
M01495,travel,daily,1899,258.55,490979.14,0.01467,0.01368,11,0.2245,0.7918,0,72609.15,57735.94,0.9991,1
M01496,digital_services,daily,2419,49.58,119938.03,0.0135,0.01244,49,0.1977,0.7439,0,9355.74,7611.97,0.997,1
M01497,restaurants,daily,303,41.64,12618.14,0.00242,0.00421,98,0.2076,0.8433,0,1683.18,1304.99,0.104,0
M01498,digital_services,daily,2075,70.24,145746.33,0.02319,0.02477,59,0.3587,0.7867,0,23169.87,18468.75,1.0,1
M01499,retail,daily,1372,117.47,161165.99,0.01406,0.0129,24,0.0562,1.1408,1,21068.99,13922.25,0.9982,1
M01500,marketplace,daily,1300,49.81,64752.09,0.01418,0.01352,34,0.1052,1.0501,0,11594.43,8066.37,0.9969,1
M01501,marketplace,twice_weekly,1220,70.79,86369.36,0.01075,0.01847,7,0.1197,0.6311,0,13607.33,12722.0,0.9986,1
M01502,electronics,daily,2634,272.8,718560.96,0.01384,0.02235,54,0.3937,0.8184,0,83303.13,65386.09,0.9999,1
M01503,retail,weekly,894,78.5,70182.8,0.00379,0.00615,56,0.02,0.9609,0,9169.73,7911.42,0.1985,0
M01504,travel,daily,1810,316.15,572240.45,0.02531,0.03733,57,0.1187,0.9191,0,80916.36,60376.72,1.0,1
M01505,restaurants,daily,2542,32.28,82065.12,0.00421,0.00335,258,0.0283,0.6659,0,13584.9,11460.42,0.1649,0
M01506,gaming,daily,911,122.82,111888.16,0.03763,0.02814,2,0.4152,0.6463,0,19268.27,16400.98,1.0,1
M01507,marketplace,daily,417,72.99,30437.82,0.00322,0.00248,11,0.1094,0.7866,0,3806.96,3034.71,0.0974,0
M01508,travel,daily,943,416.72,392970.5,0.01058,0.01396,16,0.2588,0.7318,1,27553.77,22546.19,0.9983,1
M01509,fuel,daily,1173,57.06,66931.76,0.00508,0.00362,79,0.3812,0.9772,0,9685.9,7010.39,0.2563,0
M01510,restaurants,twice_weekly,268,61.22,16408.24,0.00249,0.00319,115,0.2985,0.6546,0,1192.25,1102.89,0.121,0
M01511,grocery,daily,619,34.57,21398.53,0.00207,0.00269,31,0.0803,0.8522,0,3016.15,2328.15,0.044,0
M01512,fuel,daily,2657,65.87,175026.4,0.00423,0.00715,59,0.4933,0.7833,0,29654.63,23677.0,0.5643,0
M01513,digital_services,weekly,1240,94.82,117573.59,0.00977,0.01047,31,0.1862,0.7411,0,8981.44,8647.52,0.971,1
M01514,restaurants,daily,513,30.7,15748.91,0.00422,0.00304,106,0.1046,0.7272,0,2816.76,2309.84,0.1524,0
M01515,healthcare,daily,851,158.69,135043.26,0.00297,0.00259,41,0.108,0.8949,0,9297.22,7023.82,0.0638,0
M01516,retail,daily,861,127.98,110193.83,0.00294,0.00461,365,0.1125,0.9077,0,16871.57,12662.6,0.1188,0
M01517,grocery,daily,1562,46.31,72333.62,0.00253,0.00367,0,0.3882,1.1153,0,5472.65,3669.94,0.0864,0
M01518,electronics,daily,1157,117.86,136362.88,0.02195,0.03907,53,0.048,0.8389,0,8314.48,6460.46,1.0,1
M01519,fuel,daily,480,61.15,29349.65,0.00443,0.00331,44,0.2259,0.8515,0,3190.77,2463.84,0.1749,0
M01520,fuel,twice_weekly,605,43.05,26047.0,0.00263,0.00278,117,0.1538,0.6206,0,3155.81,2964.37,0.0917,0
M01521,retail,daily,1234,106.74,131720.43,0.00566,0.00801,1,0.1443,0.7897,0,14896.77,11857.07,0.6524,1
M01522,gaming,daily,4219,108.06,455884.76,0.04614,0.0537,72,0.1582,0.5348,0,65584.65,58638.31,1.0,1
M01523,healthcare,daily,2217,158.39,351151.27,0.001,0.00154,40,0.4845,0.8935,0,32463.88,24542.61,0.0409,0
M01524,restaurants,weekly,1960,51.61,101161.68,0.00358,0.00607,29,0.4626,0.8622,0,17370.87,15767.76,0.3709,1
M01525,marketplace,twice_weekly,2804,105.74,296501.83,0.0104,0.0159,178,0.1301,0.7189,0,32446.22,29138.94,0.9959,1
M01526,fuel,weekly,1541,32.56,50168.09,0.0032,0.0032,7,0.1808,0.8476,0,3259.75,2980.57,0.1047,0
M01527,retail,twice_weekly,1989,87.76,174554.33,0.0035,0.00279,7,0.2156,0.6976,0,19116.86,17338.9,0.1514,0
M01528,travel,twice_weekly,613,387.37,237458.13,0.02967,0.03791,40,0.2366,0.4739,1,38079.6,38116.11,1.0,1
M01529,fuel,daily,2106,50.84,107064.22,0.0045,0.004,80,0.1861,0.8951,0,16789.13,12682.43,0.1978,1
M01530,retail,weekly,1434,95.63,137127.76,0.00105,0.00157,16,0.3934,0.8739,0,24329.49,21954.24,0.04,0
M01531,retail,daily,853,123.98,105759.04,0.00549,0.00749,56,0.0232,0.7023,0,17251.07,14311.6,0.5597,0
M01532,grocery,daily,4313,57.71,248921.57,0.00399,0.00291,323,0.146,0.6692,0,17796.67,14991.48,0.1547,0
M01533,digital_services,twice_weekly,546,120.23,65646.83,0.01404,0.0129,197,0.1937,0.7122,0,11551.96,10406.69,0.9981,1
M01534,marketplace,daily,1421,46.19,65641.02,0.01228,0.01068,165,0.2635,0.6669,0,11332.37,9556.16,0.9927,1
M01535,grocery,daily,1146,20.61,23613.72,0.00333,0.00498,31,0.2563,0.8769,0,3767.06,2871.98,0.1829,0
M01536,gaming,daily,1047,157.87,165292.89,0.01629,0.02822,0,0.2567,0.7562,0,25826.28,20889.58,1.0,1
M01537,restaurants,daily,898,50.44,45290.93,0.0013,0.002,198,0.1331,1.0056,0,6592.09,4699.04,0.0231,0
M01538,restaurants,weekly,1507,47.9,72187.82,0.00304,0.00447,154,0.0885,0.992,1,8067.46,6846.42,0.2455,1
M01539,restaurants,daily,1784,47.82,85312.67,0.00196,0.00308,223,0.1688,0.8778,0,6516.62,4965.92,0.0556,0
M01540,travel,weekly,1785,354.36,632530.96,0.00849,0.01004,42,0.027,0.6865,0,55002.67,54324.13,0.9449,1
M01541,restaurants,daily,352,35.65,12547.46,0.00512,0.00449,51,0.2124,1.0028,0,1445.17,1031.74,0.2501,0
M01542,retail,twice_weekly,653,46.88,30611.72,0.00612,0.00488,164,0.2382,0.915,0,4647.1,3790.71,0.4241,1
M01543,retail,daily,3873,74.06,286829.95,0.00448,0.00371,30,0.3303,0.876,0,50621.96,38611.52,0.2637,0
M01544,fuel,weekly,895,77.34,69222.18,0.00214,0.00266,10,0.0313,0.509,0,8164.02,8722.45,0.0753,0
M01545,travel,daily,2086,299.99,625785.11,0.03912,0.04427,23,0.2671,0.5661,0,98195.53,86611.78,1.0,1
M01546,retail,daily,1540,59.06,90952.71,0.00887,0.01512,98,0.3,0.7817,0,12707.47,10153.84,0.9896,1
M01547,retail,daily,3887,83.12,323071.18,0.00684,0.00589,38,0.1124,0.9238,0,30484.29,22690.84,0.5451,0
M01548,restaurants,daily,4878,17.41,84915.4,0.0084,0.00876,7,0.3263,0.6288,0,11618.85,9968.0,0.9342,1
M01549,retail,daily,1188,83.16,98790.78,0.00788,0.00612,4,0.1434,0.9006,0,12612.45,9500.49,0.6972,0
M01550,retail,twice_weekly,1163,105.64,122859.09,0.00721,0.01245,137,0.262,0.9269,0,14555.43,11799.83,0.9349,1
M01551,grocery,weekly,1212,52.59,63741.9,0.00182,0.0019,2,0.1637,0.8426,0,4012.6,3677.97,0.0386,0
M01552,travel,twice_weekly,299,311.48,93133.5,0.01196,0.01581,7,0.02,0.7396,1,16487.29,14663.35,0.9992,1
M01553,retail,daily,2185,44.45,97131.32,0.00825,0.00947,64,0.1316,0.7517,0,15791.99,12800.68,0.9026,1
M01554,retail,daily,3017,97.07,292866.94,0.01016,0.01061,61,0.1836,1.0142,0,37115.62,26334.29,0.9601,1
M01555,retail,weekly,693,77.57,53753.68,0.00339,0.00319,73,0.1693,0.728,0,6691.45,6482.55,0.1313,0
M01556,restaurants,weekly,2334,23.54,54935.3,0.00197,0.0031,26,0.3441,0.7605,0,7273.55,6938.62,0.0924,1
M01557,electronics,daily,3749,369.93,1386862.33,0.00646,0.0072,80,0.3256,0.5275,0,134085.97,120264.35,0.8782,1
M01558,gaming,weekly,1513,118.78,179710.93,0.02275,0.02338,8,0.1957,0.6265,0,14751.41,14971.95,1.0,1
M01559,digital_services,daily,1117,128.07,143058.46,0.01372,0.02008,105,0.1866,0.7197,1,17841.99,14682.51,0.9999,1
M01560,healthcare,twice_weekly,674,173.31,116812.97,0.00148,0.00185,152,0.1504,0.9425,0,7457.91,5997.2,0.0268,0
M01561,electronics,weekly,1566,150.64,235909.36,0.0158,0.02402,77,0.2663,0.8128,0,40670.03,37830.11,1.0,1
M01562,digital_services,twice_weekly,2976,139.79,416013.41,0.00964,0.00928,85,0.3333,0.6377,1,64866.81,60466.89,0.9918,1
M01563,healthcare,daily,567,125.08,70917.6,0.00129,0.00146,168,0.1135,1.0752,0,8697.13,5966.59,0.0166,0
M01564,healthcare,twice_weekly,1274,150.77,192076.49,0.00042,0.00056,53,0.138,0.7917,0,17506.91,15187.34,0.0143,0
M01565,restaurants,daily,1658,45.85,76025.88,0.00184,0.00191,135,0.1746,0.9195,0,10942.36,8162.72,0.0355,0
M01566,travel,twice_weekly,444,336.64,149468.39,0.02759,0.04903,51,0.0855,0.6901,0,14813.39,13482.27,1.0,1
M01567,grocery,daily,1236,25.54,31569.8,0.0015,0.00142,84,0.1376,0.6275,0,3363.78,2887.53,0.0358,0
M01568,grocery,twice_weekly,1563,48.34,75554.8,0.00039,0.00059,25,0.1632,0.8242,0,13445.76,11480.21,0.0139,0
M01569,travel,weekly,1136,253.6,288085.19,0.02339,0.04153,83,0.0541,0.5543,0,18509.12,19393.67,1.0,1
M01570,gaming,daily,1851,136.7,253027.11,0.01786,0.02518,8,0.1558,0.7686,0,39279.35,31583.57,1.0,1
M01571,retail,daily,3631,110.18,400054.62,0.00465,0.00604,22,0.0384,0.9803,0,37477.9,27081.28,0.2825,0
M01572,digital_services,twice_weekly,430,106.69,45876.58,0.01716,0.02151,11,0.2199,0.8662,0,7919.84,6622.41,1.0,1
M01573,digital_services,daily,1925,99.32,191187.8,0.00964,0.01092,17,0.165,0.8784,0,27186.01,20710.41,0.9681,1
M01574,restaurants,daily,5681,28.45,161652.38,0.00253,0.00365,11,0.095,0.7347,1,29053.54,23740.85,0.2559,0
M01575,grocery,daily,1360,43.61,59304.28,0.00233,0.00357,141,0.1197,0.6961,0,6094.55,5070.62,0.0854,0
M01576,fuel,daily,730,99.03,72293.35,0.0002,0.00029,43,0.1748,0.7608,0,9034.08,7291.38,0.0127,1
M01577,restaurants,twice_weekly,864,76.72,66282.07,0.00465,0.00559,76,0.133,0.6975,0,8759.27,7945.09,0.3578,0
M01578,restaurants,daily,3820,46.47,177507.75,0.00187,0.00281,114,0.1406,0.7186,0,25045.88,20621.11,0.0634,0
M01579,electronics,daily,814,207.45,168867.53,0.00353,0.00493,186,0.229,0.8926,0,29775.58,22520.48,0.2277,0
M01580,healthcare,daily,4658,119.04,554508.72,0.00282,0.00447,53,0.1983,0.7364,0,80680.32,65874.58,0.1827,0
M01581,healthcare,daily,856,91.62,78427.23,0.00187,0.00245,107,0.0976,0.9914,0,8677.23,6233.01,0.0323,0
M01582,retail,daily,731,123.03,89937.46,0.0002,0.00031,132,0.2443,0.9139,0,10928.4,8176.2,0.0121,0
M01583,retail,twice_weekly,2020,75.36,152223.65,0.00277,0.00476,60,0.2312,0.7503,0,19216.92,17004.64,0.1754,1
M01584,retail,daily,5607,66.21,371218.26,0.00203,0.00271,8,0.2105,0.8503,0,51227.14,39580.17,0.0704,0
M01585,digital_services,daily,980,114.78,112480.57,0.01173,0.01949,3,0.3333,0.6531,0,15676.62,13302.45,0.9996,1
M01586,electronics,weekly,2474,276.42,683865.44,0.02508,0.02111,72,0.0928,0.796,0,69682.09,65350.16,1.0,1
M01587,retail,daily,5208,103.41,538548.55,0.01199,0.0174,261,0.2398,0.9996,0,82220.6,58800.16,0.9984,1
M01588,digital_services,twice_weekly,2306,112.81,260149.15,0.01614,0.02347,80,0.0971,0.6587,0,42897.69,39609.09,1.0,1
M01589,retail,daily,3709,87.12,323131.18,0.01115,0.0112,19,0.2207,0.5682,0,56819.94,50072.19,0.9913,1
M01590,fuel,daily,1821,33.7,61375.02,0.00311,0.00407,115,0.3148,0.8026,0,8355.19,6608.8,0.1614,0
M01591,fuel,daily,1390,58.1,80765.47,0.00267,0.0039,207,0.2833,0.5292,0,11023.95,9880.23,0.1811,0
M01592,grocery,twice_weekly,2455,24.53,60228.15,0.00234,0.00367,14,0.3865,1.0249,0,6172.78,4750.19,0.0891,0
M01593,electronics,weekly,847,316.06,267701.41,0.01127,0.00795,4,0.2172,0.7917,0,35142.33,33025.82,0.9703,1
M01594,retail,daily,2604,86.13,224290.33,0.01053,0.00762,209,0.0949,0.7396,0,38357.89,31272.01,0.9363,1
M01595,restaurants,daily,835,37.4,31231.73,0.00264,0.00358,5,0.5076,0.935,0,4768.16,3528.62,0.1438,0
M01596,marketplace,daily,934,35.19,32871.41,0.00461,0.00505,10,0.1538,0.863,0,5211.83,4001.28,0.3061,0
M01597,fuel,twice_weekly,2445,60.25,147313.6,0.00246,0.00397,52,0.0704,0.7066,0,17191.22,15527.25,0.0975,0
M01598,fuel,twice_weekly,3766,60.71,228640.79,0.00312,0.00287,55,0.0511,0.8098,0,30172.15,25944.16,0.0804,0
M01599,restaurants,twice_weekly,1919,60.64,116364.72,0.00233,0.00165,84,0.6161,0.8254,0,9850.92,8406.06,0.0979,0
M01600,retail,weekly,3107,98.77,306891.34,0.00594,0.00497,61,0.2923,1.0939,0,52830.91,42385.65,0.4039,0
M01601,healthcare,daily,2276,123.79,281756.61,0.00362,0.00377,186,0.1624,0.8952,0,25665.94,19387.19,0.1343,0
M01602,fuel,twice_weekly,2922,63.04,184189.0,0.00239,0.00217,9,0.1418,0.7555,0,26801.95,23657.79,0.0637,0
M01603,marketplace,daily,591,50.37,29766.94,0.00885,0.01384,9,0.1812,0.7097,0,3529.28,2917.85,0.9852,1
M01604,restaurants,daily,1439,36.97,53197.7,0.00324,0.00561,142,0.0936,0.8782,0,7720.55,5882.16,0.1706,0
M01605,retail,weekly,478,87.84,41988.69,0.01128,0.01631,113,0.1352,0.8243,0,3110.89,2877.32,0.9964,1
M01606,retail,daily,1203,105.65,127092.73,0.00653,0.00811,24,0.2477,0.7777,0,20469.03,16387.58,0.7749,1
M01607,electronics,twice_weekly,1502,351.16,527448.89,0.0162,0.01554,51,0.2404,0.6359,0,58450.77,54529.23,0.9998,1
M01608,retail,twice_weekly,576,100.56,57920.68,0.00899,0.01546,14,0.1581,0.6762,0,10269.87,9406.97,0.9909,1
M01609,travel,weekly,2012,202.51,407441.08,0.02294,0.01667,53,0.1619,0.9086,0,53359.96,47308.04,1.0,1
M01610,travel,daily,772,369.68,285395.89,0.00975,0.01204,14,0.2328,0.7507,0,25026.76,20295.91,0.9856,1
M01611,retail,daily,1452,65.17,94633.27,0.0038,0.00273,53,0.0775,0.603,0,16782.26,14564.26,0.1438,0
M01612,restaurants,weekly,1382,41.04,56712.18,0.00488,0.00626,50,0.0481,0.7288,0,8553.19,8283.04,0.3847,1
M01613,restaurants,twice_weekly,509,43.29,22033.78,0.00242,0.00356,34,0.0987,1.0259,0,2010.73,1546.5,0.0554,0
M01614,retail,daily,1408,112.32,158150.36,0.0088,0.01502,17,0.2466,0.7602,1,12617.1,10186.01,0.9962,1
M01615,restaurants,twice_weekly,442,57.17,25267.35,0.00412,0.00608,123,0.5609,1.2154,0,2219.78,1530.56,0.3215,1
M01616,fuel,daily,831,73.2,60827.85,0.00202,0.00237,151,0.1054,1.1709,0,10720.05,6959.65,0.0254,0
M01617,grocery,twice_weekly,1050,29.29,30749.57,0.00117,0.00129,100,0.2067,0.9436,0,4213.63,3386.36,0.0205,0
M01618,digital_services,weekly,1619,78.1,126438.75,0.01805,0.01666,123,0.2117,0.5486,0,19079.7,20040.77,0.9999,1
M01619,electronics,daily,3531,338.84,1196432.03,0.01805,0.02212,6,0.0708,0.9591,0,95281.31,69626.48,1.0,1
M01620,grocery,daily,1371,31.46,43135.36,0.0024,0.00367,7,0.3012,0.6493,0,4462.91,3793.54,0.1372,0
M01621,fuel,weekly,1400,66.21,92691.94,0.00476,0.00839,91,0.2068,0.9768,0,11738.53,10043.07,0.5041,0
M01622,gaming,twice_weekly,1139,110.9,126316.52,0.0244,0.03845,55,0.24,0.6385,0,17974.72,16749.15,1.0,1
M01623,restaurants,weekly,803,51.4,41277.72,0.00391,0.00677,4,0.1591,0.5156,0,7137.77,7604.52,0.4681,0
M01624,grocery,daily,1116,58.36,65134.45,0.001,0.0014,74,0.3413,0.7736,0,11671.19,9362.32,0.0333,0
M01625,retail,weekly,1812,96.73,175265.78,0.00689,0.00523,152,0.2961,0.462,0,24869.56,27102.13,0.7459,1
M01626,restaurants,daily,516,36.98,19081.36,0.00516,0.00496,240,0.1127,0.7324,0,2351.32,1923.46,0.3381,0
M01627,retail,daily,2169,66.04,143242.41,0.00736,0.01207,18,0.2225,0.5584,0,14908.66,13194.18,0.9599,1
M01628,fuel,daily,1371,47.34,64898.29,0.0034,0.00522,1,0.2553,0.7349,0,9645.03,7880.49,0.2564,0
M01629,fuel,twice_weekly,864,54.3,46918.85,0.00392,0.00484,92,0.0665,1.0501,0,6009.31,4560.94,0.1314,0
M01630,travel,weekly,2326,375.77,874037.27,0.01955,0.02752,59,0.193,0.5579,0,90376.53,94549.81,1.0,1
M01631,travel,twice_weekly,1216,294.93,358636.79,0.0002,0.00018,2,0.0986,0.8032,0,33281.54,28710.34,0.0159,0
M01632,healthcare,twice_weekly,1782,120.8,215261.02,0.0037,0.00582,71,0.1429,0.8218,0,28068.27,23994.05,0.2548,1
M01633,digital_services,daily,953,150.89,143800.16,0.01422,0.01453,3,0.1474,0.495,0,19481.36,17716.77,0.9993,1
M01634,marketplace,daily,4986,85.83,427950.55,0.00831,0.01036,40,0.4835,0.7318,0,60130.85,49203.18,0.9698,1
M01635,electronics,daily,606,371.29,224999.26,0.00909,0.00859,33,0.0506,0.9889,0,33392.2,24017.52,0.8804,1
M01636,travel,daily,868,352.75,306183.69,0.03158,0.02572,145,0.1185,0.7146,0,37478.0,30915.08,1.0,1
M01637,retail,daily,1224,76.38,93484.78,0.00293,0.00356,3,0.2337,0.706,1,14415.67,11938.72,0.3477,1
M01638,healthcare,weekly,769,140.63,108145.14,0.004,0.00382,215,0.2579,0.6996,0,14317.14,14055.2,0.2284,0
M01639,retail,twice_weekly,258,87.32,22528.6,0.00761,0.00726,13,0.0399,0.8258,0,3752.79,3201.7,0.7242,0
M01640,marketplace,twice_weekly,3757,73.62,276576.46,0.00783,0.01384,164,0.2998,0.6572,0,40007.05,36965.91,0.9838,1
M01641,restaurants,daily,1269,41.17,52242.01,0.00443,0.00478,85,0.4144,0.7515,0,9159.59,7425.34,0.372,0
M01642,grocery,daily,1887,38.06,71818.69,0.00233,0.00331,69,0.1186,1.0218,0,8886.92,6279.71,0.0488,0
M01643,travel,daily,2340,267.94,626976.41,0.00798,0.00674,137,0.3352,0.7252,0,60114.3,49342.21,0.8837,1
M01644,fuel,daily,1695,39.16,66384.24,0.00448,0.00661,5,0.327,1.1568,0,8290.04,5426.77,0.3316,1
M01645,fuel,daily,3445,36.36,125243.34,0.00224,0.00347,80,0.2427,0.7845,0,10471.7,8356.25,0.0891,0
M01646,travel,daily,1568,397.12,622684.64,0.0111,0.01054,55,0.2626,0.6115,1,49998.95,43227.91,0.9969,1
M01647,retail,daily,1670,102.77,171618.76,0.00889,0.00893,133,0.29,0.974,0,27132.11,19671.39,0.9088,0
M01648,restaurants,twice_weekly,1863,33.28,62004.02,0.00277,0.00194,27,0.3353,0.7133,0,9807.07,8830.34,0.0971,0
M01649,healthcare,daily,1785,123.38,220232.77,0.00399,0.00635,73,0.3628,0.838,0,29423.61,22873.07,0.3986,1
M01650,restaurants,daily,675,52.71,35582.21,0.00706,0.00701,20,0.2155,0.7275,0,4344.22,3561.96,0.7461,1
M01651,retail,daily,1806,105.74,190957.54,0.00358,0.00411,15,0.13,0.7008,0,22046.48,18302.51,0.1917,0
M01652,retail,daily,806,100.23,80785.98,0.0062,0.00615,23,0.043,0.4696,0,4884.47,4489.79,0.631,0
M01653,retail,daily,2239,88.29,197677.29,0.00775,0.00905,177,0.0622,0.8197,1,16283.29,12772.63,0.9391,1
M01654,grocery,daily,9464,30.79,291415.13,0.0049,0.0047,45,0.2224,0.8249,0,21682.83,16965.05,0.3057,0
M01655,electronics,twice_weekly,1370,228.83,313490.38,0.0106,0.00775,23,0.0774,0.9757,0,34669.65,27396.47,0.9248,1
M01656,retail,daily,2576,78.47,202126.9,0.00699,0.00639,51,0.2856,0.6865,0,13932.97,11643.79,0.7412,1
M01657,fuel,weekly,2546,65.46,166657.42,0.00197,0.00292,174,0.2826,0.946,0,23505.97,20439.92,0.0593,0
M01658,restaurants,daily,2491,42.17,105035.32,0.00456,0.00576,67,0.1465,0.7827,0,15953.31,12741.09,0.3402,0
M01659,retail,daily,1334,75.57,100808.27,0.00533,0.00791,65,0.0534,0.8736,0,6219.35,4749.49,0.5126,0
M01660,grocery,daily,508,41.76,21214.55,0.00041,0.00031,79,0.1392,0.6902,0,2739.95,2285.83,0.0142,0
M01661,fuel,daily,1205,66.69,80364.52,0.00424,0.00504,18,0.1112,1.0145,0,12975.25,9204.69,0.1851,1
M01662,digital_services,daily,2536,132.43,335840.86,0.01393,0.02417,169,0.02,0.6195,0,42698.5,36784.47,0.9999,1
M01663,restaurants,weekly,1895,25.9,49075.51,0.00505,0.00473,66,0.049,0.8323,0,5746.41,5294.3,0.2585,0
M01664,fuel,daily,1554,53.06,82462.83,0.00388,0.00419,44,0.08,0.9214,0,8546.88,6369.64,0.1328,0
M01665,healthcare,twice_weekly,1786,123.66,220864.74,0.00354,0.00317,121,0.2808,0.588,0,31204.18,29739.45,0.2063,0
M01666,restaurants,daily,1421,65.6,93223.16,0.00643,0.00468,228,0.1553,0.8872,0,15302.43,11605.59,0.4196,0
M01667,restaurants,daily,1361,34.0,46277.88,0.00351,0.00567,43,0.1205,0.8888,0,4787.58,3628.0,0.1954,0
M01668,fuel,daily,1713,43.07,73771.76,0.00395,0.00392,18,0.0218,1.1406,0,11005.35,7273.0,0.0879,0
M01669,grocery,daily,382,35.23,13457.83,0.00315,0.00451,64,0.2356,0.8714,0,1131.0,864.66,0.1437,0
M01670,healthcare,daily,5035,152.03,765470.54,0.00074,0.00094,327,0.4059,0.6298,0,133593.07,114558.12,0.0561,0
M01671,retail,weekly,842,121.94,102672.23,0.0059,0.00868,31,0.4042,0.7049,0,7528.21,7372.3,0.8149,1
M01672,digital_services,twice_weekly,1154,82.5,95203.61,0.01017,0.016,97,0.1481,0.9277,0,11292.65,9151.05,0.9938,1
M01673,restaurants,weekly,1894,54.68,103564.39,0.00663,0.01029,3,0.3518,1.2206,0,10682.87,7954.57,0.8086,1
M01674,grocery,daily,824,29.88,24618.67,0.00238,0.00402,13,0.334,0.5557,0,2898.83,2568.56,0.1755,0
M01675,restaurants,twice_weekly,3382,27.44,92798.04,0.003,0.00322,66,0.1037,0.8876,0,7116.13,5886.57,0.0793,0
M01676,electronics,daily,1242,188.95,234671.56,0.01241,0.01271,65,0.2067,0.9334,0,22896.11,16957.81,0.9942,1
M01677,marketplace,twice_weekly,3729,57.57,214688.4,0.01158,0.0136,52,0.3638,0.9171,0,27344.3,22280.57,0.9953,1
M01678,travel,weekly,4396,283.13,1244640.42,0.01519,0.01195,83,0.1906,0.8586,0,221734.87,201629.88,0.9992,1
M01679,healthcare,twice_weekly,6658,137.86,917858.81,0.00076,0.0012,36,0.2749,0.531,0,102589.29,100227.81,0.0541,0
M01680,gaming,weekly,993,132.74,131815.38,0.01018,0.01001,9,0.472,0.4657,0,21872.47,23799.52,0.9919,1
M01681,restaurants,twice_weekly,1465,73.55,107745.14,0.00532,0.0047,10,0.2656,0.7399,0,17547.36,15603.95,0.4245,0
M01682,restaurants,daily,876,46.59,40813.37,0.00263,0.00242,81,0.0635,0.7245,0,7143.77,5865.51,0.0639,0
M01683,restaurants,twice_weekly,1369,41.24,56459.05,0.00127,0.00132,37,0.2051,0.9621,0,6235.08,4962.53,0.0225,0
M01684,retail,daily,3119,49.59,154676.2,0.00375,0.00555,192,0.0917,0.7107,0,14501.8,11984.03,0.2573,1
M01685,grocery,weekly,978,52.11,50963.72,0.00115,0.00111,72,0.0492,0.5502,0,3238.22,3398.98,0.0269,0
M01686,retail,twice_weekly,2561,126.74,324582.74,0.00829,0.01021,81,0.3683,0.8658,0,40466.76,33845.75,0.9432,1
M01687,gaming,daily,1612,150.62,242805.4,0.00788,0.01195,21,0.2351,0.7177,0,20895.06,17211.13,0.971,1
M01688,gaming,daily,1570,73.14,114827.49,0.02511,0.04314,6,0.3356,0.7792,0,9445.11,7556.15,1.0,1
M01689,digital_services,daily,818,83.31,68150.98,0.00895,0.01313,50,0.1567,0.7653,0,4463.87,3594.96,0.9794,1
M01690,retail,daily,2014,84.66,170495.47,0.00758,0.01004,44,0.1334,0.8101,0,22309.99,17582.34,0.8847,1
